model,layer,projection,alpha,aggregate,n_matrices,gini_base_mean,gini_alpha_mean,delta_gini_mean,delta_gini_max,top_sv_rel_mean,top_sv_rel_max,top_sv_abs_delta_mean,top_sv_abs_delta_max,top_to_geomean_base_mean,top_to_geomean_base_max
llama31_8b_instruct,5,down_proj,0.1,dense,1,0.19805355370044708,0.21651533246040344,0.01846177875995636,0.01846177875995636,1.1458286610669386,1.1458286610669386,0.6895709037780762,0.6895709037780762,3.90118736999464,3.90118736999464
llama31_8b_instruct,5,down_proj,0.15,dense,1,0.19805355370044708,0.22564898431301117,0.027595430612564087,0.027595430612564087,1.2265338613599401,1.2265338613599401,1.0711965560913086,1.0711965560913086,3.90118736999464,3.90118736999464
llama31_8b_instruct,5,down_proj,0.2,dense,1,0.19805355370044708,0.2347175031900406,0.036663949489593506,0.036663949489593506,1.3129234283437023,1.3129234283437023,1.4797015190124512,1.4797015190124512,3.90118736999464,3.90118736999464
llama31_8b_instruct,5,up_proj,-0.2,dense,1,0.1771155595779419,0.14343027770519257,-0.03368528187274933,-0.03368528187274933,0.8112785943553443,0.8112785943553443,-0.6717491149902344,-0.6717491149902344,2.8454432468294586,2.8454432468294586
llama31_8b_instruct,5,up_proj,-0.15,dense,1,0.1771155595779419,0.15194106101989746,-0.025174498558044434,-0.025174498558044434,0.8548255402718908,0.8548255402718908,-0.51674485206604,-0.51674485206604,2.8454432468294586,2.8454432468294586
llama31_8b_instruct,5,up_proj,-0.1,dense,1,0.1771155595779419,0.16039273142814636,-0.016722828149795532,-0.016722828149795532,0.9007100027328407,0.9007100027328407,-0.3534202575683594,-0.3534202575683594,2.8454432468294586,2.8454432468294586
llama31_8b_instruct,5,up_proj,-0.05,dense,1,0.1771155595779419,0.1687844693660736,-0.008331090211868286,-0.008331090211868286,0.949057437881459,0.949057437881459,-0.18132877349853516,-0.18132877349853516,2.8454432468294586,2.8454432468294586
llama31_8b_instruct,5,up_proj,0.0,dense,1,0.1771155595779419,0.1771155595779419,0.0,0.0,1.0,1.0,0.0,0.0,2.8454432468294586,2.8454432468294586
llama31_8b_instruct,5,up_proj,0.05,dense,1,0.1771155595779419,0.18538536131381989,0.00826980173587799,0.00826980173587799,1.0536769433980462,1.0536769433980462,0.19106173515319824,0.19106173515319824,2.8454432468294586,2.8454432468294586
llama31_8b_instruct,5,up_proj,0.1,dense,1,0.1771155595779419,0.19359320402145386,0.016477644443511963,0.016477644443511963,1.1102352252450178,1.1102352252450178,0.3923795223236084,0.3923795223236084,2.8454432468294586,2.8454432468294586
llama31_8b_instruct,5,up_proj,0.15,dense,1,0.1771155595779419,0.20173849165439606,0.024622932076454163,0.024622932076454163,1.1698293046260027,1.1698293046260027,0.6045031547546387,0.6045031547546387,2.8454432468294586,2.8454432468294586
llama31_8b_instruct,5,up_proj,0.2,dense,1,0.1771155595779419,0.20982065796852112,0.032705098390579224,0.032705098390579224,1.2326222142439944,1.2326222142439944,0.8280129432678223,0.8280129432678223,2.8454432468294586,2.8454432468294586
llama31_8b_instruct,6,down_proj,-0.2,dense,1,0.20256422460079193,0.16389639675617218,-0.03866782784461975,-0.03866782784461975,0.7399844447904281,0.7399844447904281,-1.411123275756836,-1.411123275756836,4.506995827085247,4.506995827085247
llama31_8b_instruct,6,down_proj,-0.15,dense,1,0.20256422460079193,0.1736564189195633,-0.028907805681228638,-0.028907805681228638,0.7978420221913024,0.7978420221913024,-1.0971260070800781,-1.0971260070800781,4.506995827085247,4.506995827085247
llama31_8b_instruct,6,down_proj,-0.1,dense,1,0.20256422460079193,0.18335478007793427,-0.019209444522857666,-0.019209444522857666,0.8602233856022583,0.8602233856022583,-0.758577823638916,-0.758577823638916,4.506995827085247,4.506995827085247
llama31_8b_instruct,6,down_proj,-0.05,dense,1,0.20256422460079193,0.19299088418483734,-0.00957334041595459,-0.00957334041595459,0.9274823580516837,0.9274823580516837,-0.3935585021972656,-0.3935585021972656,4.506995827085247,4.506995827085247
llama31_8b_instruct,6,down_proj,0.0,dense,1,0.20256422460079193,0.20256422460079193,0.0,0.0,0.999999912137316,0.999999912137316,-4.76837158203125e-07,-4.76837158203125e-07,4.506995827085247,4.506995827085247
llama31_8b_instruct,6,down_proj,0.05,dense,1,0.20256422460079193,0.21207420527935028,0.00950998067855835,0.00950998067855835,1.078187596670918,1.078187596670918,0.4243297576904297,0.4243297576904297,4.506995827085247,4.506995827085247
llama31_8b_instruct,6,down_proj,0.1,dense,1,0.20256422460079193,0.22152045369148254,0.018956229090690613,0.018956229090690613,1.1624885910304852,1.1624885910304852,0.8818373680114746,0.8818373680114746,4.506995827085247,4.506995827085247
