model,projection,alpha,aggregate,depth_bucket,n_layers,gini_base_mean,gini_alpha_mean,delta_gini_mean,top_sv_rel_mean,top_sv_abs_delta_mean,top_to_geomean_base_mean
qwen3_8b,down_proj,-0.1,dense,early,12,0.23101976638038954,0.20989267155528069,-0.021127094825108845,0.8414039472674717,-2.2475657860438027,6.830225043555553
qwen3_8b,down_proj,-0.1,dense,late,12,0.20369109635551771,0.1849162665506204,-0.01877482980489731,0.8762253606347591,-1.3902451197306316,3.9078586775668565
qwen3_8b,down_proj,-0.1,dense,middle,12,0.21237112085024515,0.19229540725549063,-0.020075713594754536,0.866767589392206,-1.4518272082010906,4.214005631352859
qwen3_8b,down_proj,-0.05,dense,early,12,0.23101976638038954,0.2205125279724598,-0.010507238407929739,0.916941277576438,-1.1829628547032673,6.830225043555553
qwen3_8b,down_proj,-0.05,dense,late,12,0.20369109635551771,0.19434961304068565,-0.009341483314832052,0.935995341067125,-0.7206869125366211,3.9078586775668565
qwen3_8b,down_proj,-0.05,dense,middle,12,0.21237112085024515,0.2023708870013555,-0.01000023384888967,0.9309856576044669,-0.7523059844970703,4.214005631352859
qwen3_8b,down_proj,0.0,dense,early,12,0.23101976638038954,0.23101976638038954,0.0,0.9999999911860996,-7.947285970052083e-08,6.830225043555553
qwen3_8b,down_proj,0.0,dense,late,12,0.20369109635551771,0.20369109635551771,0.0,0.9999999821498932,-1.5894571940104166e-07,3.9078586775668565
qwen3_8b,down_proj,0.0,dense,middle,12,0.21237112085024515,0.21237112457553545,3.725290298461914e-09,1.0000000031317267,0.0,4.214005631352859
qwen3_8b,down_proj,0.05,dense,early,12,0.23101976638038954,0.2414151281118393,0.010395361731449762,1.0914146424350701,1.3158384164174397,6.830225043555553
qwen3_8b,down_proj,0.05,dense,late,12,0.20369109635551771,0.21294053768118223,0.00924944132566452,1.0685541881962233,0.7759676774342855,3.9078586775668565
qwen3_8b,down_proj,0.05,dense,middle,12,0.21237112085024515,0.22229492415984473,0.009923803309599558,1.074171787186913,0.8091067473093668,4.214005631352859
qwen3_8b,down_proj,0.1,dense,early,12,0.23101976638038954,0.25169943769772846,0.020679671317338943,1.1921216951916283,2.780989726384481,6.830225043555553
qwen3_8b,down_proj,0.1,dense,late,12,0.20369109635551771,0.2220978985230128,0.01840680216749509,1.1419977047212908,1.6117291450500488,3.9078586775668565
qwen3_8b,down_proj,0.1,dense,middle,12,0.21237112085024515,0.2321411818265915,0.019770060976346333,1.153889563554861,1.679337978363037,4.214005631352859
qwen3_8b,down_proj,0.15,dense,early,12,0.23101976638038954,0.261873768021663,0.0308540016412735,1.3031732913957097,4.4140855471293134,6.830225043555553
qwen3_8b,down_proj,0.15,dense,late,12,0.20369109635551771,0.23116317267219225,0.02747207631667455,1.2206971140904648,2.512187878290812,3.9078586775668565
qwen3_8b,down_proj,0.15,dense,middle,12,0.21237112085024515,0.24190891782442728,0.02953779697418213,1.239571329639242,2.6153481801350913,4.214005631352859
qwen3_8b,down_proj,0.2,dense,early,12,0.23101976638038954,0.2719392813742161,0.040919514993826546,1.4257523177344413,6.236255645751953,6.830225043555553
qwen3_8b,down_proj,0.2,dense,late,12,0.20369109635551771,0.2401364048322042,0.03644530847668648,1.3050480869492038,3.482675631841024,3.9078586775668565
qwen3_8b,down_proj,0.2,dense,middle,12,0.21237112085024515,0.25159719338019687,0.03922607252995173,1.3316670397397126,3.6221516132354736,4.214005631352859
qwen3_8b,up_proj,-0.2,dense,early,12,0.2472801717619101,0.20244628811875978,-0.04483388364315033,0.7732314072665881,-1.940210183461507,4.438922491587437
qwen3_8b,up_proj,-0.2,dense,late,12,0.19940385719140372,0.1618402600288391,-0.0375635971625646,0.75532797319967,-3.1613298654556274,4.310843137924705
qwen3_8b,up_proj,-0.2,dense,middle,12,0.20644469435016313,0.16738873844345412,-0.03905595590670904,0.7972916647584861,-1.6972805658976238,3.135646459916378
qwen3_8b,up_proj,-0.15,dense,early,12,0.2472801717619101,0.21389097844560942,-0.03338919331630071,0.8236725790845522,-1.5141465266545613,4.438922491587437
qwen3_8b,up_proj,-0.15,dense,late,12,0.19940385719140372,0.17135087649027506,-0.028052980701128643,0.809968833171645,-2.46229616800944,4.310843137924705
qwen3_8b,up_proj,-0.15,dense,middle,12,0.20644469435016313,0.1772713822623094,-0.02917331208785375,0.8437006912601347,-1.3093440930048625,3.135646459916378
qwen3_8b,up_proj,-0.1,dense,early,12,0.2472801717619101,0.2251786602040132,-0.02210151155789693,0.8780365881816311,-1.051251729329427,4.438922491587437
qwen3_8b,up_proj,-0.1,dense,late,12,0.19940385719140372,0.1807822808623314,-0.018621576329072315,0.8687376245239428,-1.7058109045028687,4.310843137924705
qwen3_8b,up_proj,-0.1,dense,middle,12,0.20644469435016313,0.18707575276494026,-0.01936894158522288,0.8928443726665601,-0.8981167872746786,3.135646459916378
qwen3_8b,up_proj,-0.05,dense,early,12,0.2472801717619101,0.23630855729182562,-0.010971614470084509,0.9366810100456782,-0.5478821595509847,4.438922491587437
qwen3_8b,up_proj,-0.05,dense,late,12,0.19940385719140372,0.1901335430641969,-0.009270314127206802,0.9319626739481314,-0.8868680000305176,4.310843137924705
qwen3_8b,up_proj,-0.05,dense,middle,12,0.20644469435016313,0.19680059452851614,-0.009644099821647009,0.9448863319496916,-0.4621731440226237,3.135646459916378
qwen3_8b,up_proj,0.0,dense,early,12,0.2472801717619101,0.24728016555309296,-6.20881716410319e-09,0.9999999974222281,0.0,4.438922491587437
qwen3_8b,up_proj,0.0,dense,late,12,0.19940385719140372,0.19940385967493057,2.483526865641276e-09,1.0000000185566522,1.5894571940104166e-07,4.310843137924705
qwen3_8b,up_proj,0.0,dense,middle,12,0.20644469435016313,0.20644469186663628,-2.483526865641276e-09,0.9999999768415608,-1.986821492513021e-07,3.135646459916378
qwen3_8b,up_proj,0.05,dense,early,12,0.2472801717619101,0.2580933024485906,0.010813130686680475,1.0684283989686068,0.5968725681304932,4.438922491587437
qwen3_8b,up_proj,0.05,dense,late,12,0.19940385719140372,0.20859252164761224,0.009188664456208548,1.0732358607792956,0.9607689380645752,4.310843137924705
qwen3_8b,up_proj,0.05,dense,middle,12,0.20644469435016313,0.216006966928641,0.00956227257847786,1.0583696000605627,0.490012526512146,3.135646459916378
qwen3_8b,up_proj,0.1,dense,early,12,0.2472801717619101,0.2687479803959529,0.02146780863404274,1.1424461693932557,1.2477031151453655,4.438922491587437
qwen3_8b,up_proj,0.1,dense,late,12,0.19940385719140372,0.21769890189170837,0.01829504470030467,1.1520891166519112,2.0019678274790444,4.310843137924705
qwen3_8b,up_proj,0.1,dense,middle,12,0.20644469435016313,0.22548640271027884,0.019041708360115688,1.1201905785496125,1.0095752080281575,3.135646459916378
qwen3_8b,up_proj,0.15,dense,early,12,0.2472801717619101,0.27924447134137154,0.03196429957946142,1.2225834542917,1.9580059846242268,4.438922491587437
qwen3_8b,up_proj,0.15,dense,late,12,0.19940385719140372,0.2267224763830503,0.027318619191646576,1.237014686407704,3.1307374636332193,4.310843137924705
qwen3_8b,up_proj,0.15,dense,middle,12,0.20644469435016313,0.2348820778230826,0.028437383472919464,1.185670178192575,1.560504674911499,3.135646459916378
qwen3_8b,up_proj,0.2,dense,early,12,0.2472801717619101,0.2895832781990369,0.04230310643712679,1.3094259609349606,2.733903646469116,4.438922491587437
qwen3_8b,up_proj,0.2,dense,late,12,0.19940385719140372,0.23566283161441484,0.036258974423011146,1.328506248748826,4.354885578155518,4.310843137924705
qwen3_8b,up_proj,0.2,dense,middle,12,0.20644469435016313,0.24419313172499338,0.037748437374830246,1.2550285903477543,2.1447343031565347,3.135646459916378
qwen3_30b_a3b_moe,down_proj,-0.2,moe_expert_mean_max,early,16,0.23482886378042167,0.19032179022178752,-0.04450707355863415,0.774568141436781,-0.7354073684546165,3.78612158256748
qwen3_30b_a3b_moe,down_proj,-0.2,moe_expert_mean_max,late,16,0.2268562338067568,0.18355295881337952,-0.04330327499337727,0.7949417831771627,-0.6872758317622356,3.3018404506565995
qwen3_30b_a3b_moe,down_proj,-0.2,moe_expert_mean_max,middle,16,0.23043197946390137,0.18623638775898144,-0.044195591704919934,0.7777887506997307,-0.7438809171435423,3.6044142132056263
qwen3_30b_a3b_moe,down_proj,-0.15,moe_expert_mean_max,early,16,0.23482886378042167,0.2015686794256908,-0.03326018435473088,0.8254679622858709,-0.5698441538843326,3.78612158256748
qwen3_30b_a3b_moe,down_proj,-0.15,moe_expert_mean_max,late,16,0.2268562338067568,0.19450102660630364,-0.03235520720045315,0.841643555811017,-0.5315735837793909,3.3018404506565995
qwen3_30b_a3b_moe,down_proj,-0.15,moe_expert_mean_max,middle,16,0.23043197946390137,0.19740143184753833,-0.03303054761636304,0.8280900171680634,-0.5759825285058469,3.6044142132056263
qwen3_30b_a3b_moe,down_proj,-0.1,moe_expert_mean_max,early,16,0.23482886378042167,0.21273665432090638,-0.02209220945951529,0.8798368347814257,-0.39267698844196275,3.78612158256748
qwen3_30b_a3b_moe,down_proj,-0.1,moe_expert_mean_max,late,16,0.2268562338067568,0.2053691889741458,-0.02148704483261099,0.891257119925577,-0.36561052076285705,3.3018404506565995
qwen3_30b_a3b_moe,down_proj,-0.1,moe_expert_mean_max,middle,16,0.23043197946390137,0.2084908265096601,-0.02194115295424126,0.881737248965988,-0.39658480568323284,3.6044142132056263
qwen3_30b_a3b_moe,down_proj,-0.05,moe_expert_mean_max,early,16,0.23482886378042167,0.22382397986075375,-0.011004883919667918,0.9379244006472799,-0.20304103865055367,3.78612158256748
qwen3_30b_a3b_moe,down_proj,-0.05,moe_expert_mean_max,late,16,0.2268562338067568,0.21615502068743808,-0.010701213119318709,0.9439742439335311,-0.188674146134872,3.3018404506565995
qwen3_30b_a3b_moe,down_proj,-0.05,moe_expert_mean_max,middle,16,0.23043197946390137,0.21950186402682448,-0.010930115437076893,0.938959033123928,-0.2048794932779856,3.6044142132056263
qwen3_30b_a3b_moe,down_proj,0.0,moe_expert_mean_max,early,16,0.23482886378042167,0.23482886387500912,9.458744898438454e-11,1.0000000025623388,8.498318493366241e-09,3.78612158256748
qwen3_30b_a3b_moe,down_proj,0.0,moe_expert_mean_max,late,16,0.2268562338067568,0.22685623393772403,1.3096723705530167e-10,1.0000000027794844,8.847564458847046e-09,3.3018404506565995
qwen3_30b_a3b_moe,down_proj,0.0,moe_expert_mean_max,middle,16,0.23043197946390137,0.2304319795803167,1.1641532182693481e-10,1.0000000018780906,5.9371814131736755e-09,3.6044142132056263
qwen3_30b_a3b_moe,down_proj,0.05,moe_expert_mean_max,early,16,0.23482886378042167,0.24574948543158825,0.010920621651166584,1.0663544514009435,0.21746077027637511,3.78612158256748
qwen3_30b_a3b_moe,down_proj,0.05,moe_expert_mean_max,late,16,0.2268562338067568,0.23747067638032604,0.01061444257356925,1.0595537008199276,0.2012322042719461,3.3018404506565995
qwen3_30b_a3b_moe,down_proj,0.05,moe_expert_mean_max,middle,16,0.23043197946390137,0.2412787409775774,0.010846761513676029,1.0651219512771952,0.21898281970061362,3.6044142132056263
qwen3_30b_a3b_moe,down_proj,0.1,moe_expert_mean_max,early,16,0.23482886378042167,0.2565840266252053,0.021755162844783626,1.137302042731081,0.4504419513978064,3.78612158256748
qwen3_30b_a3b_moe,down_proj,0.1,moe_expert_mean_max,late,16,0.2268562338067568,0.2479963299119845,0.021140096105227713,1.1228699296255138,0.4159028189606033,3.3018404506565995
qwen3_30b_a3b_moe,down_proj,0.1,moe_expert_mean_max,middle,16,0.23043197946390137,0.2520398519409355,0.021607872477034107,1.1346050906006646,0.45306528895162046,3.6044142132056263
qwen3_30b_a3b_moe,down_proj,0.15,moe_expert_mean_max,early,16,0.23482886378042167,0.26733069762121886,0.03250183384079719,1.2131827988713604,0.7001390624791384,3.78612158256748
qwen3_30b_a3b_moe,down_proj,0.15,moe_expert_mean_max,late,16,0.2268562338067568,0.2584313134793774,0.03157507967262063,1.1901996786028406,0.6449569438700564,3.3018404506565995
qwen3_30b_a3b_moe,down_proj,0.15,moe_expert_mean_max,middle,16,0.23043197946390137,0.26271315433405107,0.0322811748701497,1.20874936750832,0.7033159462735057,3.6044142132056263
qwen3_30b_a3b_moe,down_proj,0.2,moe_expert_mean_max,early,16,0.23482886378042167,0.2779877543216571,0.04315889054123545,1.2943649161599098,0.9678520328598097,3.78612158256748
qwen3_30b_a3b_moe,down_proj,0.2,moe_expert_mean_max,late,16,0.2268562338067568,0.2687738712411374,0.041917637434380595,1.2618115035241446,0.8894092258415185,3.3018404506565995
qwen3_30b_a3b_moe,down_proj,0.2,moe_expert_mean_max,middle,16,0.23043197946390137,0.2732966206749552,0.04286464121105382,1.2878758704326572,0.9708807950373739,3.6044142132056263
qwen3_30b_a3b_moe,up_proj,-0.2,moe_expert_mean_max,early,16,0.2327889662628877,0.18917074374621734,-0.04361822251667036,0.8224900196995416,-0.41070612450130284,2.808184237348412
qwen3_30b_a3b_moe,up_proj,-0.2,moe_expert_mean_max,late,16,0.22003082997980528,0.17814689741499024,-0.04188393256481504,0.8073874509111797,-0.6171190561144613,3.0488218865054706
qwen3_30b_a3b_moe,up_proj,-0.2,moe_expert_mean_max,middle,16,0.2220610969234258,0.1798290189472027,-0.04223207797622308,0.8300632138398988,-0.4064921781537123,2.578635956966177
qwen3_30b_a3b_moe,up_proj,-0.15,moe_expert_mean_max,early,16,0.2327889662628877,0.2002215827087639,-0.03256738355412381,0.863483315387897,-0.3160166592570022,2.808184237348412
qwen3_30b_a3b_moe,up_proj,-0.15,moe_expert_mean_max,late,16,0.22003082997980528,0.18874084855633555,-0.031289981423469726,0.8515297544301945,-0.47668824560241774,3.0488218865054706
qwen3_30b_a3b_moe,up_proj,-0.15,moe_expert_mean_max,middle,16,0.2220610969234258,0.19051551017764723,-0.031545586745778564,0.8695449063587063,-0.3122400246793404,2.578635956966177
qwen3_30b_a3b_moe,up_proj,-0.1,moe_expert_mean_max,early,16,0.2327889662628877,0.21117602713638917,-0.02161293912649853,0.9066465772442684,-0.2162095329258591,2.808184237348412
qwen3_30b_a3b_moe,up_proj,-0.1,moe_expert_mean_max,late,16,0.22003082997980528,0.19925427343696356,-0.020776556542841718,0.8982382963219683,-0.3274287297972478,3.0488218865054706
qwen3_30b_a3b_moe,up_proj,-0.1,moe_expert_mean_max,middle,16,0.2220610969234258,0.20111802400788292,-0.02094307291554287,0.9109621534899328,-0.21324105584062636,2.578635956966177
qwen3_30b_a3b_moe,up_proj,-0.05,moe_expert_mean_max,early,16,0.2327889662628877,0.22203239486407256,-0.01075657139881514,0.952106844459521,-0.11097953864373267,2.808184237348412
qwen3_30b_a3b_moe,up_proj,-0.05,moe_expert_mean_max,late,16,0.22003082997980528,0.20968495915440144,-0.010345870825403836,0.9476719266659337,-0.1687453774502501,3.0488218865054706
qwen3_30b_a3b_moe,up_proj,-0.05,moe_expert_mean_max,middle,16,0.2220610969234258,0.21163401915691793,-0.010427077766507864,0.954412842979573,-0.10924795968458056,2.578635956966177
qwen3_30b_a3b_moe,up_proj,0.0,moe_expert_mean_max,early,16,0.2327889662628877,0.23278896638657898,1.2369127944111824e-10,0.9999999998410087,-4.656612873077393e-10,2.808184237348412
qwen3_30b_a3b_moe,up_proj,0.0,moe_expert_mean_max,late,16,0.22003082997980528,0.22003083011804847,1.382431946694851e-10,1.0000000008647305,1.9208528101444244e-09,3.0488218865054706
qwen3_30b_a3b_moe,up_proj,0.0,moe_expert_mean_max,middle,16,0.2220610969234258,0.22206109704711707,1.2369127944111824e-10,0.999999999953674,5.820766091346741e-11,2.578635956966177
qwen3_30b_a3b_moe,up_proj,0.05,moe_expert_mean_max,early,16,0.2327889662628877,0.24344401745474897,0.010655051191861276,1.0504715495054724,0.11707912239944562,2.808184237348412
qwen3_30b_a3b_moe,up_proj,0.05,moe_expert_mean_max,late,16,0.22003082997980528,0.23028994210471865,0.010259112124913372,1.055403098520977,0.17949191090883687,3.0488218865054706
qwen3_30b_a3b_moe,up_proj,0.05,moe_expert_mean_max,middle,16,0.2220610969234258,0.23239699416444637,0.010335897241020575,1.0478320438561854,0.11477768333861604,2.578635956966177
qwen3_30b_a3b_moe,up_proj,0.1,moe_expert_mean_max,early,16,0.2327889662628877,0.253995841347205,0.02120687508431729,1.1036774911088498,0.24063333438243717,2.808184237348412
qwen3_30b_a3b_moe,up_proj,0.1,moe_expert_mean_max,late,16,0.22003082997980528,0.2404604852781631,0.02042965529835783,1.1140738154217111,0.3704647482954897,3.0488218865054706
qwen3_30b_a3b_moe,up_proj,0.1,moe_expert_mean_max,middle,16,0.2220610969234258,0.24263958746450953,0.020578490541083738,1.0980230727314402,0.2353748579043895,2.578635956966177
qwen3_30b_a3b_moe,up_proj,0.15,moe_expert_mean_max,early,16,0.2327889662628877,0.2644427794220974,0.031653813159209676,1.1597853101503803,0.37106600881088525,2.808184237348412
qwen3_30b_a3b_moe,up_proj,0.15,moe_expert_mean_max,late,16,0.22003082997980528,0.2505407845019363,0.03050995452213101,1.1762176394022614,0.5737067697336897,3.0488218865054706
qwen3_30b_a3b_moe,up_proj,0.15,moe_expert_mean_max,middle,16,0.2220610969234258,0.2527868922406924,0.030725795317266602,1.1506931968174938,0.36209709936520085,2.578635956966177
qwen3_30b_a3b_moe,up_proj,0.2,moe_expert_mean_max,early,16,0.2327889662628877,0.2747832336317515,0.0419942673688638,1.2189750534989487,0.5088109839707613,2.808184237348412
qwen3_30b_a3b_moe,up_proj,0.2,moe_expert_mean_max,late,16,0.22003082997980528,0.2605292916705366,0.04049846169073135,1.2420538239165722,0.7900641453452408,3.0488218865054706
qwen3_30b_a3b_moe,up_proj,0.2,moe_expert_mean_max,middle,16,0.2220610969234258,0.2628370510356035,0.040775954112177715,1.20596883190783,0.49526660703122616,2.578635956966177
